Time,Open,High,Low,Close,EMA_21,EMA_50,Volatility,Signal,RSI,ATR,S1,S2,R1,R2
2026-05-15 00:00,471.25,471.5,470.5,470.75,470.75,470.75,1.0,Neutral,0.0,1.0,451.5,445.0,479.5,481.75
2026-05-15 01:00,470.75,471.5,469.5,469.75,470.6590909090909,470.7107843137255,2.0,Bearish,0.0,1.1333333333333333,451.5,445.0,479.5,481.75
2026-05-15 02:00,469.5,469.75,468.0,468.0,470.4173553719008,470.6044790465206,1.75,Bearish,0.0,1.2155555555555555,451.5,445.0,479.5,481.75
2026-05-15 03:00,468.0,468.75,467.75,468.5,470.2430503380916,470.521950456461,1.0,Bearish,3.522012578616355,1.1868148148148148,451.5,445.0,479.5,481.75
2026-05-15 04:00,468.25,470.25,467.75,469.75,470.19822758008326,470.491677889541,2.5,Bearish,11.878038002651337,1.361906172839506,451.5,445.0,479.5,481.75
2026-05-15 05:00,469.5,469.75,466.5,466.5,469.86202507280296,470.3351415017159,3.25,Bearish,9.559712639590302,1.6136520164609054,451.5,445.0,479.5,481.75
2026-05-15 06:00,466.75,468.0,465.0,465.5,469.46547733891174,470.14552810949175,3.0,Bearish,8.979002899627815,1.7984984142661182,451.5,445.0,479.5,481.75
2026-05-15 07:00,465.25,465.5,462.75,463.75,468.94588848991975,469.8947230855901,2.75,Bearish,8.056660701140615,1.9253652923639692,451.5,445.0,479.5,481.75
2026-05-15 08:00,464.0,464.0,461.75,461.75,468.29171680901794,469.57532218027285,2.25,Bearish,7.152402338685604,1.9686499200487735,451.5,445.0,479.5,481.75
2026-05-15 09:00,462.25,463.25,459.25,459.75,467.51519709910724,469.19001542810526,4.0,Bearish,6.381111019239881,2.2394965973756036,451.5,445.0,479.5,481.75
2026-05-15 10:00,459.75,460.5,456.5,457.75,466.6274519082793,468.74138737210114,4.0,Bearish,5.717166170573378,2.47423038439219,451.5,445.0,479.5,481.75
2026-05-15 11:00,457.75,458.25,455.75,456.5,465.7067744620721,468.2613329653521,2.5,Bearish,5.342983042179895,2.477666333139898,451.5,445.0,479.5,481.75
2026-05-15 12:00,456.5,457.0,455.5,456.25,464.8470676927928,467.7903003000442,1.5,Bearish,5.268711492893146,2.3473108220545784,451.5,445.0,479.5,481.75
2026-05-15 13:00,456.25,457.75,456.0,456.75,464.1109706298116,467.3573473471013,1.75,Bearish,8.022526993184016,2.267669379113968,451.5,445.0,479.5,481.75
2026-05-15 14:00,456.5,456.75,455.0,455.75,463.3508823907378,466.90215725505817,1.75,Bearish,7.549819339474212,2.1986467952321056,451.5,445.0,479.5,481.75
2026-05-17 20:00,469.0,473.25,464.0,466.0,463.5917112643071,466.86677853917354,9.25,Bearish,43.983648341438,4.238827222534492,451.5,445.0,479.5,481.75
2026-05-17 21:00,466.0,467.25,464.25,465.0,463.7197375130064,466.7935715376373,3.0,Bearish,42.234892173592435,4.073650259529893,451.5,445.0,479.5,481.75
2026-05-17 22:00,465.0,466.0,464.75,466.0,463.9270341027331,466.76245108518094,1.25,Bearish,44.606702268502666,3.697163558259241,451.5,445.0,479.5,481.75
2026-05-17 23:00,466.0,468.0,466.0,467.5,464.2518491843028,466.7913745720366,2.0,Bearish,48.05224061386706,3.4708750838246756,451.5,445.0,479.5,481.75
2026-05-18 00:00,467.5,468.75,467.25,468.25,464.61531744027525,466.8485755692117,1.5,Bearish,49.735743320431865,3.2080917393147192,451.5,445.0,479.5,481.75
2026-05-18 01:00,468.25,468.25,466.75,467.5,464.8775613093411,466.87412162532104,1.5,Bearish,48.058478271563665,2.980346174072757,451.5,445.0,479.5,481.75
2026-05-18 02:00,467.5,467.75,466.75,467.25,465.09323755394644,466.8888619537398,1.0,Bearish,47.483646745995394,2.716300017529723,451.5,445.0,479.5,481.75
2026-05-18 03:00,467.0,469.75,465.75,469.25,465.4711250490422,466.98145560261275,4.0,Bearish,52.389842288037705,2.8874600151924263,451.5,445.0,479.5,481.75
2026-05-18 04:00,469.0,470.25,468.75,469.75,465.86011368094745,467.0900259711378,1.5,Bearish,53.55795911755697,2.702465346500103,451.5,445.0,479.5,481.75
2026-05-18 05:00,469.5,470.5,469.25,469.5,466.19101243722497,467.1845347565834,1.25,Bearish,52.85962156230482,2.508803300300089,451.5,445.0,479.5,481.75
2026-05-18 06:00,469.5,470.5,468.75,470.25,466.56001130656813,467.3047490798546,1.75,Bearish,54.76517120699098,2.407629526926744,451.5,445.0,479.5,481.75
2026-05-18 07:00,470.5,471.5,468.25,470.0,466.8727375514256,467.41044519437014,3.25,Bearish,53.98185264647494,2.5199455900031786,451.5,445.0,479.5,481.75
2026-05-18 08:00,470.25,472.25,468.75,469.5,467.1115795922051,467.49238852008114,3.5,Bearish,52.36853792949066,2.6506195113360884,451.5,445.0,479.5,481.75
2026-05-18 09:00,469.0,472.25,468.75,471.25,467.48779962927733,467.63974583301916,3.5,Bearish,57.190903199747076,2.7638702431579434,451.5,445.0,479.5,481.75
2026-05-18 10:00,471.25,475.0,471.0,474.5,468.1252723902521,467.9087754081949,4.0,Bullish,64.39952137947077,2.9286875440702174,451.5,445.0,479.5,481.75
2026-05-18 11:00,474.25,476.25,474.0,476.25,468.86388399113827,468.2358822549324,2.25,Bullish,67.56652667057352,2.8381958715275215,451.5,445.0,479.5,481.75
2026-05-18 12:00,476.0,477.25,475.5,476.0,469.51262181012567,468.54035746062135,1.75,Bullish,66.6542896353534,2.6931030886571854,451.5,445.0,479.5,481.75
2026-05-18 13:00,476.0,476.75,474.75,476.0,470.1023834637506,468.83289246216566,2.0,Bullish,66.6542896353534,2.600689343502894,451.5,445.0,479.5,481.75
2026-05-18 14:00,476.0,478.0,476.0,477.25,470.75216678522776,469.16297511070815,2.0,Bullish,69.07542575095607,2.5205974310358417,451.5,445.0,479.5,481.75
2026-05-18 20:00,476.75,477.5,475.0,476.0,471.2292425320252,469.43109373381765,2.5,Bullish,64.06596168735777,2.5178511068977296,451.5,445.0,479.5,481.75
2026-05-18 21:00,476.0,479.5,476.0,479.0,471.9356750291138,469.80634495994246,3.5,Bullish,69.7382429835226,2.6488042926446993,451.5,445.0,479.5,481.75
2026-05-18 22:00,478.75,479.0,478.25,478.75,472.55515911737615,470.1570765301408,0.75,Bullish,68.76411276765035,2.3956303869587394,451.5,445.0,479.5,481.75
2026-05-18 23:00,478.75,479.0,478.5,478.75,473.1183264703419,470.49405392111566,0.5,Bullish,68.76411276765035,2.1428796686975744,451.5,445.0,479.5,481.75
2026-05-19 00:00,478.5,479.0,478.25,478.5,473.60756951849265,470.8080125908758,0.75,Bullish,67.6678919948441,1.957162379537898,451.5,445.0,479.5,481.75
2026-05-19 01:00,478.5,479.5,478.5,479.25,474.1205177440842,471.13907092064545,1.0,Bullish,69.25156369678493,1.829540728932845,451.5,445.0,479.5,481.75
2026-05-19 02:00,479.25,481.75,479.0,481.0,474.74592522189477,471.5257740217966,2.75,Bullish,72.62136570739933,1.952268631741799,451.5,445.0,479.5,481.75
2026-05-19 03:00,481.0,481.75,479.75,480.25,475.246295656268,471.86790053074577,2.0,Bullish,69.12494221506692,1.9586328141762257,451.5,445.0,479.5,481.75
2026-05-19 04:00,480.0,480.5,476.75,478.25,475.5193596875164,472.1181789413048,3.75,Bullish,60.72832532432719,2.1974817722860625,451.5,445.0,479.5,481.75
2026-05-19 05:00,478.0,479.75,477.75,478.75,475.8130542613785,472.3782503553713,2.0,Bullish,61.97197488584306,2.171150869314588,451.5,445.0,479.5,481.75
2026-05-19 06:00,479.0,479.25,477.5,478.75,476.0800493285259,472.62812289045473,1.75,Bullish,61.97197488584305,2.1149974200726427,451.5,445.0,479.5,481.75
2026-05-19 07:00,478.75,480.25,478.25,478.75,476.3227721168417,472.8681965025938,2.0,Bullish,61.97197488584305,2.0996644307296237,451.5,445.0,479.5,481.75
2026-05-19 08:00,479.0,479.0,476.0,476.25,476.3161564698561,473.00081624759014,3.0,Bullish,51.7398109107174,2.2197091732990075,451.5,445.0,479.5,481.75
2026-05-19 09:00,476.0,478.0,475.0,477.0,476.37832406350554,473.15764698297875,3.0,Bullish,54.18378876125755,2.323747950192473,451.5,445.0,479.5,481.75
2026-05-19 10:00,477.0,478.75,474.5,475.75,476.3212036940959,473.2593078856071,4.25,Bullish,49.669098529468116,2.5805815568334767,451.5,445.0,479.5,481.75
2026-05-19 11:00,475.75,476.75,474.75,475.25,476.22382154008716,473.3373742430343,2.0,Bullish,47.94812231880004,2.503170682589013,451.5,445.0,479.5,481.75
2026-05-19 12:00,475.0,476.25,474.0,475.75,476.18074685462466,473.4319870178173,2.25,Bullish,49.820525546396084,2.4694145915771446,451.5,445.0,479.5,481.75
2026-05-19 13:00,475.75,476.25,472.0,472.75,475.8688607769315,473.4052424288833,4.25,Bullish,40.4245108429945,2.706825979366859,451.5,445.0,479.5,481.75
2026-05-19 14:00,472.5,475.5,472.5,475.25,475.81260070630134,473.47758586304474,3.0,Bullish,49.048289290976044,2.745915848784611,451.5,445.0,479.5,481.75
2026-05-19 20:00,475.75,477.0,473.75,474.25,475.67054609663757,473.5078766135136,3.25,Bullish,46.169375571942766,2.813127068946663,451.5,445.0,479.5,481.75
2026-05-19 21:00,474.25,474.5,472.25,472.5,475.38231463330686,473.46835204043464,2.25,Bullish,41.570870827330666,2.738043459753775,451.5,445.0,479.5,481.75
2026-05-19 22:00,472.5,473.5,472.25,472.75,475.1430133030062,473.44018137218234,1.25,Bullish,42.45267954501823,2.539637665119938,451.5,445.0,479.5,481.75
2026-05-19 23:00,472.75,473.25,472.5,472.5,474.90273936636925,473.4033115144497,0.75,Bullish,41.77373705859405,2.3010193097706133,451.5,445.0,479.5,481.75
2026-05-20 00:00,472.25,474.0,472.0,473.75,474.79794487851746,473.41690714133404,2.0,Bullish,46.39037029911594,2.2608834018011983,451.5,445.0,479.5,481.75
2026-05-20 01:00,473.75,475.0,473.5,474.5,474.7708589804704,473.45938137108567,1.5,Bullish,49.00305241781491,2.1594322815610387,451.5,445.0,479.5,481.75
2026-05-20 02:00,474.5,474.75,473.0,473.0,474.60987180042764,473.44136641535687,1.75,Bullish,44.3479232909108,2.1048413106862336,451.5,445.0,479.5,481.75
2026-05-20 03:00,473.0,473.25,471.25,472.75,474.4407925458433,473.41425400691156,2.0,Bullish,43.60443742009721,2.0908624692614026,451.5,445.0,479.5,481.75
2026-05-20 04:00,472.75,473.0,471.0,471.5,474.17344776894845,473.3391852223268,2.0,Bullish,39.99408280513761,2.0787474733598823,451.5,445.0,479.5,481.75
2026-05-20 05:00,471.75,473.5,471.0,473.5,474.1122252444986,473.34549168419636,2.5,Bullish,47.48609013970953,2.134914476911898,451.5,445.0,479.5,481.75
2026-05-20 06:00,473.75,474.25,471.5,472.25,473.94293204045323,473.3025312259926,2.75,Bullish,43.80487451413372,2.2169258799903115,451.5,445.0,479.5,481.75
2026-05-20 07:00,472.25,473.0,471.25,471.5,473.7208473095029,473.2318437269341,1.75,Bullish,41.71530785101747,2.1546690959916033,451.5,445.0,479.5,481.75
2026-05-20 08:00,471.25,471.5,469.5,469.75,473.35986119045714,473.09530083568177,2.0,Bullish,37.25027423077544,2.1340465498593897,451.5,445.0,479.5,481.75
2026-05-20 09:00,469.75,471.25,469.0,469.75,473.03169199132464,472.96411256761587,2.25,Bullish,37.25027423077544,2.1495070098781377,451.5,445.0,479.5,481.75
2026-05-20 10:00,469.5,470.0,464.5,465.0,472.3015381739315,472.6517944277094,5.5,Bearish,27.8623115879208,2.5962394085610527,451.5,445.0,479.5,481.75
2026-05-20 11:00,465.0,466.25,462.75,463.75,471.524125612665,472.30270445015213,3.5,Bearish,26.00493990658856,2.7167408207529125,451.5,445.0,479.5,481.75
2026-05-20 12:00,463.75,465.75,462.75,464.75,470.9082960115136,472.0065199619109,3.0,Bearish,30.023833364978287,2.7545087113191906,451.5,445.0,479.5,481.75
2026-05-20 13:00,465.0,465.0,463.5,463.75,470.2575418286487,471.6827348653654,1.5,Bearish,28.36475288514559,2.587240883143299,451.5,445.0,479.5,481.75
2026-05-20 14:00,463.75,466.5,463.75,465.75,469.8477652987715,471.45007859613537,2.75,Bearish,35.983881888769915,2.6089420987241927,451.5,445.0,479.5,481.75
2026-05-20 20:00,465.0,466.5,463.25,464.0,469.3161502716104,471.1579186511889,3.25,Bearish,32.705962738251955,2.694416485560967,451.5,445.0,479.5,481.75
2026-05-20 21:00,463.75,464.75,463.75,464.0,468.8328638832822,470.8772159589854,1.0,Bearish,32.705962738251955,2.4684942874861715,451.5,445.0,479.5,481.75
2026-05-20 22:00,464.0,464.5,463.25,463.75,468.37078534843835,470.5977172939272,1.25,Bearish,32.21968670554773,2.306028382488015,451.5,445.0,479.5,481.75
2026-05-20 23:00,463.75,463.75,463.0,463.25,467.9052594076712,470.3095715176948,0.75,Bearish,31.21991169666167,2.098557931489613,451.5,445.0,479.5,481.75
2026-05-21 00:00,463.25,463.5,462.75,462.75,467.4365994615193,470.01311773268714,0.75,Bearish,30.21037578090626,1.918750207290998,451.5,445.0,479.5,481.75
2026-05-21 01:00,462.75,463.0,462.25,462.5,466.98781769229026,469.71848566473864,0.75,Bearish,29.693359606896678,1.7629168463188651,451.5,445.0,479.5,481.75
2026-05-21 02:00,462.5,463.25,461.5,462.75,466.6025615384457,469.4452117171018,1.75,Bearish,30.965683591648528,1.7611946001430165,451.5,445.0,479.5,481.75
2026-05-21 03:00,462.75,463.75,462.25,463.25,466.2977832167688,469.20226223799983,1.5,Bearish,33.555535052607965,1.726368653457281,451.5,445.0,479.5,481.75
2026-05-21 04:00,463.0,463.5,461.75,462.25,465.9298029243352,468.92962450317634,1.75,Bearish,31.046871871702237,1.729519499662977,451.5,445.0,479.5,481.75
2026-05-21 05:00,462.0,462.0,460.25,460.75,465.4589117493956,468.6088549148165,1.75,Bearish,27.701410545076953,1.76558356637458,451.5,445.0,479.5,481.75
2026-05-21 06:00,460.5,465.0,460.0,464.75,465.39446522672324,468.45752727109823,5.0,Bearish,44.78708889053961,2.1968390908579694,451.5,445.0,479.5,481.75
2026-05-21 07:00,464.75,465.0,463.5,464.0,465.26769566065747,468.2827222800748,1.5,Bearish,42.74724699301576,2.103927212076907,451.5,445.0,479.5,481.75
2026-05-21 08:00,463.75,465.75,463.5,465.0,465.2433596915067,468.15398807301307,2.25,Bearish,46.261648927268595,2.123403583799986,451.5,445.0,479.5,481.75
2026-05-21 09:00,465.25,467.25,463.5,465.5,465.26669062864244,468.0499101093655,3.75,Bearish,47.981027506830294,2.340283105959988,451.5,445.0,479.5,481.75
2026-05-21 10:00,465.5,467.75,464.75,467.25,465.446991480584,468.0185410854688,3.0,Bearish,53.57927187178603,2.428245358498656,451.5,445.0,479.5,481.75
2026-05-21 11:00,467.5,469.25,466.75,467.5,465.63362861871275,467.9982061409406,2.5,Bearish,54.33533318911868,2.437812644032169,451.5,445.0,479.5,481.75
2026-05-21 12:00,467.25,467.5,465.25,466.5,465.7123896533752,467.939452958943,2.25,Bearish,50.77309172268831,2.412770958161213,451.5,445.0,479.5,481.75
2026-05-21 13:00,466.25,466.75,461.0,461.25,465.30671786670473,467.67712147035695,5.75,Bearish,37.042591273996386,2.8577348304063848,451.5,445.0,479.5,481.75
